age,gender,region_category,membership_category,joining_date,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score,nps_score,tx_count_30d,avg_tx_amount,failed_tx,support_tickets
30,F,?,No Membership,2016-04-24,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,22:51:43,254,108.34,37994.53,-0.86,693.35,Yes,No,No,Not Applicable,Poor Website,1,6,94,429.18,11,7
40,F,Town,Gold Membership,2015-05-22,?,Gift Vouchers/Coupons,Desktop,Fiber_Optic,22:58:46,33,163.45,31400.77,23.0,627.04,No,Yes,No,Not Applicable,Too many ads,1,5,54,728.86,23,5
45,F,City,Basic Membership,2015-11-07,No,Without Offers,Both,Fiber_Optic,23:11:28,39,203.92,35798.61,19.0,1056.260594,Yes,No,No,Not Applicable,Too many ads,1,2,21,630.01,9,5
42,M,Town,No Membership,2015-02-09,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,11:29:07,337,34.04,40886.25,14.0,650.69,Yes,No,Yes,No Information Available,No reason specified,1,1,88,743.32,27,1
45,M,City,Silver Membership,2017-05-28,No,Credit/Debit Card Offers,Both,Fiber_Optic,21:21:56,208,32.07,35900.76,9.0,686.88,No,Yes,Yes,No Information Available,No reason specified,1,6,2,569.45,49,1
63,F,Town,Premium Membership,2015-10-20,No,Credit/Debit Card Offers,?,Fiber_Optic,04:46:17,150,208.02,91217.36,11.0,764.64,No,Yes,Yes,Unsolved,User Friendly Website,0,4,52,516.02,7,7
46,M,City,Silver Membership,2015-07-05,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,01:18:28,348,1113.307629,39149.68,28.0,632.95,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1,6,43,632.8,5,2
25,F,Town,Gold Membership,2017-10-25,No,Without Offers,Both,Wi-Fi,18:51:25,59,228.37,12979.38,20.0,736.26,Yes,No,Yes,Solved,Poor Customer Service,0,5,11,698.76,3,3
47,M,City,Gold Membership,2017-11-07,?,Credit/Debit Card Offers,Smartphone,Fiber_Optic,16:28:50,168,215.73,39248.46,15.0,782.31,No,Yes,No,Not Applicable,Poor Customer Service,0,2,59,595.96,26,7
61,M,Village,Platinum Membership,2015-10-22,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,13:18:50,299,192.1,3743.89,11.0,546.8618536,Yes,No,Yes,No Information Available,No reason specified,0,6,62,573.02,10,9
39,F,Village,Gold Membership,2017-06-16,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,00:48:20,98,115.87,14273.39,-15.2,667.39,Yes,No,Yes,Solved,Poor Customer Service,1,7,61,624.35,30,2
32,F,City,No Membership,2015-11-05,Yes,Without Offers,Desktop,Fiber_Optic,02:39:02,221,331.31,48910.06,26.0,697.85,Yes,No,No,Not Applicable,Too many ads,1,1,82,526.42,17,0
31,M,Town,Silver Membership,2016-02-25,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,23:14:56,34,573.25,12642.58,21.0,711.24,No,Yes,Yes,Unsolved,Too many ads,0,8,93,481.49,47,9
34,F,Town,Silver Membership,2016-05-04,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,18:51:12,180,42.08,12975.42,6.0,1299.88209,Yes,No,Yes,No Information Available,Too many ads,0,8,11,13.1,49,1
38,M,?,Platinum Membership,2017-12-27,?,Without Offers,Both,Fiber_Optic,01:35:44,140,499.53,28594.95,13.0,1172.320782,Yes,No,No,Not Applicable,Poor Website,0,7,29,83.69,36,3
14,F,City,Gold Membership,2017-04-08,?,Gift Vouchers/Coupons,Both,Mobile_Data,19:13:30,260,2112.114009,29770.87,19.0,941.411626,Yes,Yes,No,Not Applicable,Poor Website,1,0,85,749.82,10,9
47,F,?,Silver Membership,2016-06-14,No,Gift Vouchers/Coupons,?,Wi-Fi,15:13:48,355,55.5,39566.34,17.0,784.66,No,Yes,No,Not Applicable,Poor Product Quality,0,0,81,148.54,11,9
55,F,Village,No Membership,2015-01-14,Yes,Credit/Debit Card Offers,?,Fiber_Optic,21:38:26,326,634.18,36771.59,28.0,686.88,No,Yes,No,Not Applicable,Poor Product Quality,1,2,79,416.95,10,3
41,F,Village,Gold Membership,2017-09-02,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,00:34:11,301,120.1,86559.85,10.0,793.65,No,Yes,Yes,No Information Available,Products always in Stock,0,7,37,435.72,35,4
39,M,?,Silver Membership,2016-09-17,Yes,Without Offers,Desktop,Mobile_Data,12:18:15,311,95.62,11001.35,15.0,249.4503764,No,Yes,Yes,Solved in Follow-up,Poor Website,1,9,19,304.21,1,1
35,F,Village,No Membership,2017-12-05,No,Gift Vouchers/Coupons,Both,Fiber_Optic,10:08:58,232,237.93,40034.43,38.36,645.68,Yes,Yes,Yes,Solved,Poor Website,1,4,70,272.74,11,3
12,F,Town,Platinum Membership,2017-02-15,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,21:44:06,118,30.35,38809.54,19.0,771.81,No,Yes,Yes,No Information Available,Reasonable Price,0,6,78,603.8,17,2
24,M,City,Platinum Membership,2015-08-10,Yes,Credit/Debit Card Offers,?,Wi-Fi,16:50:09,116,107.04,46409.74,15.98,810.48,Yes,No,Yes,Solved in Follow-up,Reasonable Price,0,9,32,454.73,12,4
19,M,?,Gold Membership,2016-11-05,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,16:26:39,309,-999.2064449,8449.5,7.0,618.73,Yes,No,No,Not Applicable,Too many ads,1,9,39,635.11,16,3
48,M,City,No Membership,2017-08-06,Yes,Gift Vouchers/Coupons,?,Fiber_Optic,15:09:00,87,1597.47,41306.08,29.0,651.74,Yes,No,Yes,Solved,Poor Website,1,8,66,882.1,17,8
38,M,?,Silver Membership,2016-12-31,Yes,Gift Vouchers/Coupons,?,Wi-Fi,10:12:08,344,272.55,48165.95,13.0,740.74,Yes,No,Yes,Solved in Follow-up,Poor Website,0,6,74,573.92,15,3
48,M,Town,Platinum Membership,2015-12-23,No,Without Offers,Desktop,Fiber_Optic,04:16:48,82,54.63,83329.43,8.0,1043.984226,Yes,No,No,Not Applicable,Products always in Stock,0,5,52,729.99,10,9
23,F,Town,No Membership,2016-10-15,?,Gift Vouchers/Coupons,Desktop,Fiber_Optic,14:52:19,42,146.46,20569.11,22.0,707.93,Yes,No,No,Not Applicable,Too many ads,1,6,69,696.1,27,2
26,F,Village,Gold Membership,2016-11-24,?,Without Offers,Smartphone,Wi-Fi,06:08:40,227,571.75,30023.56,15.98,665.0,Yes,Yes,No,Not Applicable,Poor Product Quality,1,4,38,502.05,40,6
29,M,Town,No Membership,2015-06-27,No,Without Offers,Desktop,Mobile_Data,21:10:28,179,-773.5519805,27781.43,25.0,651.4,Yes,No,No,Not Applicable,Poor Website,1,7,70,320.04,36,7
17,M,Town,Silver Membership,2015-04-17,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,21:17:33,57,835.2511556,9036.37,29.0,771.24,Yes,No,No,Not Applicable,Too many ads,0,4,36,198.93,20,2
58,M,Town,Gold Membership,2017-12-22,Yes,Gift Vouchers/Coupons,?,Wi-Fi,07:25:03,274,31.59,97583.94,15.98,716.97,No,Yes,No,Not Applicable,Reasonable Price,0,9,71,373.46,12,2
34,M,Town,Silver Membership,2015-06-19,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,12:35:18,192,58.03,34794.59,26.0,713.45,Yes,No,No,Not Applicable,Too many ads,0,3,26,389.57,45,2
63,F,City,Gold Membership,2015-02-16,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,17:54:20,73,46.1,69502.44,8.0,834.18,Yes,No,No,Not Applicable,Reasonable Price,0,1,19,598.16,37,8
31,M,Town,Gold Membership,2017-11-18,No,Without Offers,?,Mobile_Data,14:53:48,222,35.25,48407.15,26.0,744.15,Yes,No,Yes,No Information Available,Too many ads,0,7,72,447.94,47,3
37,F,?,No Membership,2015-02-28,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,20:34:53,282,102.76,26898.54,6.0,627.15,No,Yes,Yes,Unsolved,Poor Customer Service,1,4,66,403.03,6,0
18,M,Town,No Membership,2016-05-27,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,14:29:33,181,70.64,19871.62,6.0,611.95,Yes,No,Yes,Unsolved,Poor Product Quality,1,8,97,855.97,44,3
16,F,City,Premium Membership,2016-10-10,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,08:38:38,174,281.77,46676.53,16.0,1110.251883,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,0,6,9,866.17,43,9
14,M,City,Gold Membership,2016-12-23,?,Gift Vouchers/Coupons,Smartphone,Wi-Fi,05:50:56,189,60.63,4518.09,29.0,620.33,No,Yes,No,Not Applicable,No reason specified,1,0,12,440.58,2,1
53,M,Town,No Membership,2015-03-25,No,Without Offers,Desktop,Fiber_Optic,16:06:06,193,201.85,41261.17,20.0,602.48,Yes,No,Yes,Solved in Follow-up,No reason specified,1,1,10,493.48,39,8
31,F,Town,Basic Membership,2015-02-20,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,21:51:45,300,740.9,32278.61,12.0,563.64,Yes,Yes,Yes,No Information Available,Too many ads,1,5,38,146.8,29,5
60,F,Town,Basic Membership,2016-06-25,?,Credit/Debit Card Offers,Desktop,Mobile_Data,04:55:06,216,-479.7836516,15984.35,10.0,605.83,No,Yes,No,Not Applicable,Poor Website,1,8,7,835.45,5,4
24,F,?,Premium Membership,2017-06-02,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,02:44:23,60,149.59,6301.82,26.0,747.05,Yes,No,No,Not Applicable,No reason specified,0,1,90,807.92,12,3
46,M,City,Silver Membership,2015-03-21,No,Without Offers,Desktop,Fiber_Optic,04:19:30,30,31.65,27746.91,15.98,260.7684024,No,Yes,Yes,No Information Available,Poor Product Quality,1,5,36,153.54,38,8
33,F,Town,No Membership,2015-03-09,No,?,Both,Mobile_Data,15:40:31,41,353.94,34954.39,26.0,523.98,Yes,No,Yes,Solved in Follow-up,Too many ads,1,9,36,538.88,2,2
22,M,Town,Gold Membership,2015-09-27,No,Credit/Debit Card Offers,Both,Wi-Fi,16:03:49,67,421.49,34514.14,22.0,712.69,No,Yes,No,Not Applicable,Too many ads,1,0,34,480.04,21,7
23,M,Town,Platinum Membership,2016-10-13,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,07:25:36,242,128.74,45747.76,15.98,748.85,No,Yes,Yes,Solved in Follow-up,Poor Website,0,5,3,371.02,18,9
52,F,City,No Membership,2017-11-12,No,Without Offers,Smartphone,Fiber_Optic,16:39:24,102,281.74,48907.34,12.0,667.94,No,Yes,No,Not Applicable,Too many ads,1,5,77,939.82,46,6
31,M,?,No Membership,2017-11-04,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,12:30:09,18,34.1,10660.82,8.0,677.9,No,Yes,No,Not Applicable,Too many ads,1,8,23,745.02,23,4
43,F,Town,Silver Membership,2016-07-26,Yes,Without Offers,Smartphone,Wi-Fi,16:58:40,259,145.02,26996.01,15.98,673.58,Yes,No,Yes,No Information Available,Poor Product Quality,1,4,51,420.97,46,6
42,M,Town,Platinum Membership,2016-04-17,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,12:53:41,288,46.86,46237.68,-24.38,799.43,Yes,No,Yes,Solved,Products always in Stock,0,5,63,14.42,15,8
59,M,City,Premium Membership,2016-10-21,No,Credit/Debit Card Offers,Desktop,Mobile_Data,14:57:12,133,291.38,33209.5,24.0,724.74,Yes,Yes,Yes,Unsolved,Poor Customer Service,0,7,7,127.71,1,0
56,F,City,Premium Membership,2016-08-11,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,11:09:25,197,63.03,10657.43,8.0,686.88,Yes,No,Yes,Solved,Poor Product Quality,0,5,9,86.92,42,1
41,M,Village,Gold Membership,2017-10-31,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,11:23:43,34,440.24,34969.57,13.0,754.96,Yes,Yes,No,Not Applicable,Products always in Stock,0,1,52,671.94,10,0
53,F,?,Silver Membership,2017-11-21,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,13:22:30,344,411.34,14527.43,25.0,1289.335655,Yes,No,Yes,No Information Available,Poor Website,0,2,34,365.15,30,8
58,F,Town,Premium Membership,2017-12-07,Yes,Credit/Debit Card Offers,?,Fiber_Optic,03:19:37,271,123.18,9570.5,-17.81,778.08,No,Yes,Yes,Solved in Follow-up,Too many ads,0,4,39,625.0,15,7
46,F,Town,Premium Membership,2016-02-01,No,Without Offers,Both,Wi-Fi,14:06:40,205,239.18,43624.37,16.0,708.42,No,Yes,No,Not Applicable,Poor Website,0,7,17,813.6,43,5
55,M,?,Silver Membership,2017-12-13,Yes,Credit/Debit Card Offers,?,Fiber_Optic,08:34:52,251,1106.47,35924.59,20.0,736.5,No,Yes,Yes,Solved in Follow-up,Too many ads,0,4,52,894.36,2,8
46,F,City,Gold Membership,2015-11-29,No,Credit/Debit Card Offers,?,Mobile_Data,06:34:46,284,191.25,11741.92,15.98,682.72,Yes,No,Yes,Solved,Poor Website,1,6,97,115.45,15,6
45,M,Town,Premium Membership,2016-07-20,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,23:00:41,225,263.05,43416.89,8.0,686.88,No,Yes,Yes,Unsolved,Poor Website,0,0,71,474.95,3,6
53,M,Village,Basic Membership,2015-02-04,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,07:59:34,352,846.5320354,11600.49,18.0,538.3,Yes,No,Yes,Unsolved,No reason specified,1,2,60,943.67,23,0
13,F,?,No Membership,2017-06-17,Yes,Without Offers,Desktop,Fiber_Optic,01:33:47,214,131.0,42560.29,15.98,614.71,Yes,No,Yes,Solved,No reason specified,1,6,1,367.83,33,3
58,F,Village,Silver Membership,2015-05-01,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,23:49:09,34,-712.4558168,15572.22,28.0,726.45,No,Yes,No,Not Applicable,Poor Website,0,9,87,830.55,20,2
28,M,Village,No Membership,2017-08-16,No,Without Offers,?,Fiber_Optic,17:09:14,353,169.85,16509.9,15.98,548.03,No,Yes,Yes,No Information Available,No reason specified,1,5,88,359.75,41,5
22,M,Town,Basic Membership,2015-06-11,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,08:58:52,363,180.24,44471.96,6.0,636.83,No,Yes,No,Not Applicable,Poor Product Quality,1,3,63,337.82,1,4
21,M,City,No Membership,2017-12-25,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,15:41:47,161,670.14,4981.57,6.0,551.51,No,Yes,Yes,Unsolved,Poor Product Quality,1,0,92,533.65,13,3
44,M,City,Gold Membership,2015-06-11,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,09:17:12,230,50.95,91168.13,6.0,1343.070526,No,Yes,Yes,Solved in Follow-up,Reasonable Price,0,8,28,508.69,24,7
17,M,Town,No Membership,2017-09-15,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,12:56:46,32,218.47,36935.38,20.0,655.34,Yes,No,Yes,Solved,Poor Website,1,9,41,654.27,10,8
13,F,Village,Silver Membership,2016-02-26,Yes,Gift Vouchers/Coupons,?,Fiber_Optic,22:49:00,39,397.38,9788.21,5.0,634.38,Yes,No,No,Not Applicable,Too many ads,1,7,74,253.05,41,5
18,M,Village,No Membership,2015-10-21,Yes,Without Offers,Both,Fiber_Optic,19:23:43,8,531.24,43635.05,16.0,677.1,Yes,No,No,Not Applicable,Poor Customer Service,1,2,21,866.05,11,7
60,F,Town,Basic Membership,2015-06-10,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,23:46:34,71,744.15,24561.27,16.0,645.91,No,Yes,No,Not Applicable,No reason specified,1,7,70,936.42,5,8
49,F,Town,Basic Membership,2015-11-24,No,Without Offers,Desktop,Wi-Fi,14:16:18,126,56.2,26264.92,14.0,537.51,No,Yes,Yes,Unsolved,Poor Product Quality,1,8,57,137.35,17,4
40,M,Town,Silver Membership,2017-05-09,?,Gift Vouchers/Coupons,Smartphone,Mobile_Data,19:08:04,178,33.43,46089.51,16.0,679.24,No,Yes,No,Not Applicable,Poor Customer Service,1,0,21,486.25,44,8
44,F,City,No Membership,2017-07-27,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,10:04:21,182,1038.244108,34097.17,18.0,1134.646287,Yes,No,No,Not Applicable,Poor Product Quality,1,5,53,379.05,0,5
54,M,City,No Membership,2017-08-10,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,15:29:34,244,62.91,29583.0,17.0,649.98,No,Yes,Yes,Solved in Follow-up,Poor Website,1,8,91,424.59,32,5
57,F,City,No Membership,2015-04-25,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,00:53:06,68,181.51,35611.92,13.0,539.46,Yes,No,Yes,Solved,No reason specified,1,5,78,499.02,25,9
33,M,City,No Membership,2015-04-18,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,00:38:00,287,224.6,16851.68,14.0,652.37,Yes,No,Yes,No Information Available,Poor Product Quality,1,4,44,712.91,7,9
32,F,Town,Basic Membership,2017-05-09,?,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,20:32:30,136,149.06,39255.43,15.98,532.2,Yes,No,No,Not Applicable,Poor Product Quality,1,3,93,870.39,12,0
59,F,City,Platinum Membership,2015-04-11,No,Without Offers,Desktop,Mobile_Data,10:54:41,115,73.96,24296.02,18.0,722.48,No,Yes,Yes,Solved,Reasonable Price,0,7,63,421.82,9,8
27,M,City,Silver Membership,2015-09-28,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,12:07:03,311,134.08,12584.96,25.0,674.23,Yes,No,Yes,No Information Available,Poor Customer Service,1,6,37,773.57,45,8
47,F,Town,Gold Membership,2015-02-21,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,02:21:23,327,217.11,35645.21,5.0,814.62,Yes,Yes,No,Not Applicable,Products always in Stock,0,2,85,817.76,5,7
29,M,City,Basic Membership,2016-07-16,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,18:10:13,332,1782.21,37906.19,29.0,525.49,Yes,Yes,Yes,Solved in Follow-up,Poor Product Quality,1,8,36,347.7,26,1
15,M,Town,Gold Membership,2017-08-30,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,13:23:49,270,33.96,39368.1,16.0,629.43,No,Yes,Yes,Unsolved,Poor Product Quality,1,5,44,859.47,12,7
46,M,Village,Premium Membership,2017-08-14,?,Gift Vouchers/Coupons,Desktop,Fiber_Optic,12:28:08,0,34.4,2669.69,12.0,776.22,No,Yes,No,Not Applicable,Poor Product Quality,0,2,34,890.62,31,9
37,M,Town,Premium Membership,2015-10-02,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,18:59:02,260,1191.4,38493.82,15.98,735.48,No,Yes,No,Not Applicable,No reason specified,0,6,67,104.1,42,1
50,F,?,Gold Membership,2016-05-20,No,Without Offers,Smartphone,Fiber_Optic,21:47:41,268,31.88,27037.56,26.0,703.46,Yes,No,No,Not Applicable,No reason specified,0,0,93,214.72,22,0
58,M,Town,No Membership,2015-11-22,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,16:33:39,202,110.45,48439.54,25.0,827.7086994,Yes,No,No,Not Applicable,No reason specified,1,9,74,204.18,8,1
42,M,?,Silver Membership,2017-04-09,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,11:05:00,93,118.39,1256.97,29.0,704.42,Yes,No,Yes,Solved in Follow-up,Too many ads,0,7,9,528.99,47,4
51,M,?,No Membership,2016-04-03,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,03:41:46,331,562.21,36891.43,22.0,508.85,Yes,Yes,No,Not Applicable,Poor Product Quality,1,1,95,317.41,35,9
49,F,City,Premium Membership,2015-07-02,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,08:21:33,337,65.39,16420.42,16.0,732.35,Yes,No,Yes,Unsolved,Too many ads,0,6,11,586.56,27,4
14,M,Town,Gold Membership,2017-11-02,Yes,Without Offers,Smartphone,Mobile_Data,22:46:44,199,569.38,35914.78,9.0,659.18,Yes,Yes,Yes,Solved,No reason specified,1,8,15,654.05,4,8
51,M,City,Basic Membership,2015-09-14,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,04:01:34,220,160.2,29970.07,16.0,686.88,No,Yes,No,Not Applicable,Poor Website,1,6,79,142.74,41,5
63,M,City,Gold Membership,2016-12-23,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,01:30:47,84,213.4,11264.81,27.0,198.8830159,No,Yes,No,Not Applicable,Too many ads,1,2,39,249.66,2,0
15,M,City,No Membership,2017-05-09,No,Credit/Debit Card Offers,Desktop,Wi-Fi,23:04:38,271,70.93,25601.77,28.0,695.13,No,Yes,Yes,No Information Available,Too many ads,1,5,44,831.3,7,0
17,M,Village,Silver Membership,2015-01-16,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,01:12:06,131,34.9,11663.17,26.0,664.99,No,Yes,No,Not Applicable,Poor Website,1,4,94,195.1,14,1
54,F,Town,Silver Membership,2017-12-22,?,Credit/Debit Card Offers,Desktop,Wi-Fi,09:48:06,304,64.51,26664.7,19.0,784.63,Yes,No,No,Not Applicable,User Friendly Website,0,9,51,575.33,31,8
47,F,Town,Premium Membership,2017-04-07,No,Without Offers,Smartphone,Fiber_Optic,18:36:36,307,100.83,14297.65,12.0,791.79,Yes,No,Yes,Unsolved,Poor Product Quality,0,4,3,894.26,16,7
12,F,Village,Basic Membership,2015-03-29,?,Credit/Debit Card Offers,?,Wi-Fi,01:52:29,168,220.54,28298.27,11.0,441.0421355,No,Yes,No,Not Applicable,No reason specified,1,2,55,612.51,34,8
46,M,City,Premium Membership,2016-06-26,?,Gift Vouchers/Coupons,Desktop,Mobile_Data,05:24:03,297,1029.423289,87934.14,15.98,769.15,No,Yes,No,Not Applicable,Products always in Stock,0,4,31,421.42,31,5
26,M,Town,Gold Membership,2017-12-19,Yes,Without Offers,Smartphone,Mobile_Data,21:57:20,350,32.63,31521.05,16.0,746.73,No,Yes,Yes,Unsolved,Poor Product Quality,0,4,66,43.89,10,4
39,M,Town,Platinum Membership,2017-04-09,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,19:49:54,44,32.56,46536.33,29.0,556.266229,No,Yes,No,Not Applicable,Poor Product Quality,0,0,32,314.25,6,2
64,F,City,Gold Membership,2015-04-26,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,23:36:27,281,111.58,44576.82,-20.35,732.66,No,Yes,No,Not Applicable,Poor Website,0,0,13,909.27,36,7
17,F,City,Silver Membership,2017-09-20,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,10:14:45,158,71.22,15497.35,21.0,604.71,No,Yes,Yes,Unsolved,Poor Customer Service,1,9,78,114.97,14,2
56,M,Village,Gold Membership,2015-12-08,?,Without Offers,Smartphone,Mobile_Data,06:28:19,206,182.34,37421.1,15.98,793.48,No,Yes,Yes,Unsolved,No reason specified,0,9,97,455.16,7,2
41,F,Village,Basic Membership,2016-06-13,?,Without Offers,Both,Wi-Fi,01:58:46,98,558.64,14592.23,5.0,670.65,No,Yes,Yes,No Information Available,Poor Website,1,9,46,136.49,19,5
61,M,Village,Premium Membership,2016-06-02,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,04:25:51,144,175.73,22607.95,6.0,290.9885329,Yes,No,No,Not Applicable,Poor Product Quality,0,8,90,722.67,31,8
30,F,Town,Basic Membership,2016-04-16,?,Without Offers,Desktop,Mobile_Data,22:09:00,265,32.75,35860.91,13.0,330.2566189,No,Yes,No,Not Applicable,Poor Customer Service,1,2,16,108.65,8,3
20,F,City,Silver Membership,2016-06-24,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,16:35:40,189,129.19,21648.69,11.0,693.56,Yes,No,Yes,No Information Available,Poor Website,1,0,9,386.62,14,9
47,F,?,Premium Membership,2016-07-23,No,Credit/Debit Card Offers,Desktop,Mobile_Data,13:07:05,24,422.65,23004.45,18.0,1129.749204,Yes,No,Yes,Solved,Products always in Stock,0,5,85,491.86,29,8
44,M,City,Platinum Membership,2015-07-19,No,Credit/Debit Card Offers,Desktop,Mobile_Data,04:28:55,221,324.3,17999.34,20.0,1317.6396,Yes,No,No,Not Applicable,Poor Product Quality,0,8,68,955.45,48,6
27,F,Town,No Membership,2015-06-24,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,18:14:58,72,33.79,39347.5,9.0,635.56,No,Yes,Yes,Solved,Poor Website,1,1,24,344.59,27,2
50,F,City,Basic Membership,2015-08-22,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,04:37:06,303,109.36,3842.97,7.0,594.66,No,Yes,Yes,Solved in Follow-up,Poor Website,1,9,48,731.42,32,7
50,M,City,Basic Membership,2017-09-17,No,Credit/Debit Card Offers,?,Mobile_Data,22:53:53,114,341.68,46865.29,10.0,594.51,No,Yes,Yes,Unsolved,Poor Website,1,3,61,754.4,41,5
31,M,Town,Premium Membership,2017-04-14,No,Without Offers,Desktop,Fiber_Optic,22:30:03,213,390.99,49849.71,13.0,686.88,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,0,3,88,228.65,17,2
21,M,City,Premium Membership,2016-10-21,No,Without Offers,Smartphone,Wi-Fi,04:44:58,129,299.38,87123.47,3.0,796.52,Yes,No,Yes,No Information Available,User Friendly Website,0,7,49,547.59,39,8
49,F,Town,Silver Membership,2016-01-09,Yes,Credit/Debit Card Offers,?,Wi-Fi,23:34:41,33,1803.574712,29500.16,27.0,686.88,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1,6,92,704.64,20,8
15,F,City,Gold Membership,2015-08-15,Yes,Without Offers,Desktop,Wi-Fi,10:09:50,125,184.08,15143.97,17.0,238.9973757,Yes,No,Yes,Solved,Poor Product Quality,0,4,57,265.62,46,5
33,M,Town,No Membership,2016-01-08,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,11:37:43,303,542.93,8081.12,15.98,576.95,Yes,No,No,Not Applicable,No reason specified,1,9,75,407.07,26,5
57,M,Village,Gold Membership,2015-05-22,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,06:21:04,37,322.26,19591.76,10.0,625.57,No,Yes,Yes,Unsolved,No reason specified,1,6,56,440.7,17,7
25,M,Town,Silver Membership,2017-08-08,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,18:56:14,327,31.02,17441.29,28.0,1281.093551,Yes,No,Yes,Solved,Poor Website,0,1,32,461.2,15,3
57,F,City,No Membership,2017-06-03,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,10:01:32,343,98.98,18958.17,18.0,573.19,Yes,No,No,Not Applicable,Too many ads,1,9,84,830.79,35,2
54,M,Town,Silver Membership,2017-10-29,Yes,Gift Vouchers/Coupons,?,Mobile_Data,07:59:18,217,117.49,48286.37,11.0,640.21,No,Yes,No,Not Applicable,No reason specified,1,9,85,515.41,48,9
52,F,Village,No Membership,2016-11-13,No,Gift Vouchers/Coupons,?,Wi-Fi,02:05:41,341,322.4,23047.98,31.63,549.18,Yes,No,No,Not Applicable,Poor Website,1,0,18,335.71,30,3
27,F,City,Silver Membership,2017-08-03,?,Without Offers,?,Wi-Fi,16:53:28,194,94.91,2257.93,24.0,961.5195211,Yes,No,Yes,Unsolved,Poor Customer Service,1,5,52,676.13,23,2
49,F,Town,Gold Membership,2015-12-10,No,Credit/Debit Card Offers,?,Fiber_Optic,00:24:43,305,-864.8270132,47560.07,-7.42,700.14,No,Yes,No,Not Applicable,Poor Product Quality,0,2,44,30.55,13,1
